ID Geography,Geography,Food Environment Index (2014),Food Environment Index (2015),Food Environment Index (2016),Food Environment Index (2017),Food Environment Index (2018)
"05000US38085","Sioux County, ND",5.007999897003174,4.599999904632568,4.800000190734863,4.900000095367432,5.400000095367432
"05000US06079","San Luis Obispo County, CA",7.946000099182129,7.699999809265137,7.599999904632568,7.699999809265137,7.900000095367432
"05000US54005","Boone County, WV",8.352999687194824,7.5,7.699999809265137,7.5,7.5
"05000US31019","Buffalo County, NE",7.749000072479248,7.400000095367432,7.199999809265137,7.300000190734863,7.800000190734863
"05000US06081","San Mateo County, CA",8.678999900817871,8.5,8.5,8.699999809265137,8.899999618530273
"05000US38087","Slope County, ND",8.005999565124512,7.599999904632568,7.5,7.300000190734863,7.400000095367432
"05000US31017","Brown County, NE",8.319999694824219,7.900000095367432,7.5,7.300000190734863,7.699999809265137
"05000US06083","Santa Barbara County, CA",8.072999954223633,7.900000095367432,8.199999809265137,8.199999809265137,8.600000381469727
"05000US54003","Berkeley County, WV",7.835999965667725,7.5,7.5,7.5,7.800000190734863
"05000US31015","Boyd County, NE",5.234000205993652,4.599999904632568,4.400000095367432,4.199999809265137,4.800000190734863
